,id,building,class_name,proff,num,friends,day,time,classNum
0,52846,Givens, Introduction to Design Processes I, Safaverdi,13,0,T,14.0,116
1,52847,Givens, Introduction to Design Processes I, Safaverdi,13,0,T,14.3,116
2,52848,Givens, Introduction to Design Processes I, Safaverdi,13,0,T,15.0,116
3,52849,Givens, Introduction to Design Processes I, Safaverdi,13,0,T,15.3,116
4,52850,Givens, Introduction to Design Processes I, Safaverdi,13,0,T,16.0,116
5,52851,Givens, Introduction to Design Processes I, Safaverdi,13,0,T,16.3,116
6,52852,Givens, Introduction to Design Processes I, Safaverdi,13,0,T,17.0,116
7,52853,Givens, Introduction to Design Processes I, Safaverdi,13,0,H,14.0,116
8,52854,Givens, Introduction to Design Processes I, Safaverdi,13,0,H,14.3,116
9,52855,Givens, Introduction to Design Processes I, Safaverdi,13,0,H,15.0,116
10,52856,Givens, Introduction to Design Processes I, Safaverdi,13,0,H,15.3,116
11,52857,Givens, Introduction to Design Processes I, Safaverdi,13,0,H,16.0,116
12,52858,Givens, Introduction to Design Processes I, Safaverdi,13,0,H,16.3,116
13,52859,Givens, Introduction to Design Processes I, Safaverdi,13,0,H,17.0,116
14,52860,Givens, Introduction to Design Processes I, Compadre,12,0,T,14.0,116
15,52861,Givens, Introduction to Design Processes I, Compadre,12,0,T,14.3,116
16,52862,Givens, Introduction to Design Processes I, Compadre,12,0,T,15.0,116
17,52863,Givens, Introduction to Design Processes I, Compadre,12,0,T,15.3,116
18,52864,Givens, Introduction to Design Processes I, Compadre,12,0,T,16.0,116
19,52865,Givens, Introduction to Design Processes I, Compadre,12,0,T,16.3,116
20,52866,Givens, Introduction to Design Processes I, Compadre,12,0,T,17.0,116
21,52867,Givens, Introduction to Design Processes I, Compadre,12,0,H,14.0,116
22,52868,Givens, Introduction to Design Processes I, Compadre,12,0,H,14.3,116
23,52869,Givens, Introduction to Design Processes I, Compadre,12,0,H,15.0,116
24,52870,Givens, Introduction to Design Processes I, Compadre,12,0,H,15.3,116
25,52871,Givens, Introduction to Design Processes I, Compadre,12,0,H,16.0,116
26,52872,Givens, Introduction to Design Processes I, Compadre,12,0,H,16.3,116
27,52873,Givens, Introduction to Design Processes I, Compadre,12,0,H,17.0,116
28,52874,Givens, Introduction to Design Processes I, Denizen,11,0,T,14.0,116
29,52875,Givens, Introduction to Design Processes I, Denizen,11,0,T,14.3,116
30,52876,Givens, Introduction to Design Processes I, Denizen,11,0,T,15.0,116
31,52877,Givens, Introduction to Design Processes I, Denizen,11,0,T,15.3,116
32,52878,Givens, Introduction to Design Processes I, Denizen,11,0,T,16.0,116
33,52879,Givens, Introduction to Design Processes I, Denizen,11,0,T,16.3,116
34,52880,Givens, Introduction to Design Processes I, Denizen,11,0,T,17.0,116
35,52881,Givens, Introduction to Design Processes I, Denizen,11,0,H,14.0,116
36,52882,Givens, Introduction to Design Processes I, Denizen,11,0,H,14.3,116
37,52883,Givens, Introduction to Design Processes I, Denizen,11,0,H,15.0,116
38,52884,Givens, Introduction to Design Processes I, Denizen,11,0,H,15.3,116
39,52885,Givens, Introduction to Design Processes I, Denizen,11,0,H,16.0,116
40,52886,Givens, Introduction to Design Processes I, Denizen,11,0,H,16.3,116
41,52887,Givens, Introduction to Design Processes I, Denizen,11,0,H,17.0,116
42,52888,Givens, Introduction to Design Processes I, Freixas,11,0,T,14.0,116
43,52889,Givens, Introduction to Design Processes I, Freixas,11,0,T,14.3,116
44,52890,Givens, Introduction to Design Processes I, Freixas,11,0,T,15.0,116
45,52891,Givens, Introduction to Design Processes I, Freixas,11,0,T,15.3,116
46,52892,Givens, Introduction to Design Processes I, Freixas,11,0,T,16.0,116
47,52893,Givens, Introduction to Design Processes I, Freixas,11,0,T,16.3,116
48,52894,Givens, Introduction to Design Processes I, Freixas,11,0,T,17.0,116
49,52895,Givens, Introduction to Design Processes I, Freixas,11,0,H,14.0,116
50,52896,Givens, Introduction to Design Processes I, Freixas,11,0,H,14.3,116
51,52897,Givens, Introduction to Design Processes I, Freixas,11,0,H,15.0,116
52,52898,Givens, Introduction to Design Processes I, Freixas,11,0,H,15.3,116
53,52899,Givens, Introduction to Design Processes I, Freixas,11,0,H,16.0,116
54,52900,Givens, Introduction to Design Processes I, Freixas,11,0,H,16.3,116
55,52901,Givens, Introduction to Design Processes I, Freixas,11,0,H,17.0,116
56,52902,Givens, Introduction to Design Processes I, Kim,12,0,T,14.0,116
57,52903,Givens, Introduction to Design Processes I, Kim,12,0,T,14.3,116
58,52904,Givens, Introduction to Design Processes I, Kim,12,0,T,15.0,116
59,52905,Givens, Introduction to Design Processes I, Kim,12,0,T,15.3,116
60,52906,Givens, Introduction to Design Processes I, Kim,12,0,T,16.0,116
61,52907,Givens, Introduction to Design Processes I, Kim,12,0,T,16.3,116
62,52908,Givens, Introduction to Design Processes I, Kim,12,0,T,17.0,116
63,52909,Givens, Introduction to Design Processes I, Kim,12,0,H,14.0,116
64,52910,Givens, Introduction to Design Processes I, Kim,12,0,H,14.3,116
65,52911,Givens, Introduction to Design Processes I, Kim,12,0,H,15.0,116
66,52912,Givens, Introduction to Design Processes I, Kim,12,0,H,15.3,116
67,52913,Givens, Introduction to Design Processes I, Kim,12,0,H,16.0,116
68,52914,Givens, Introduction to Design Processes I, Kim,12,0,H,16.3,116
69,52915,Givens, Introduction to Design Processes I, Kim,12,0,H,17.0,116
70,52916,Givens, Introduction to Design Processes I, Parcic,12,0,T,14.0,116
71,52917,Givens, Introduction to Design Processes I, Parcic,12,0,T,14.3,116
72,52918,Givens, Introduction to Design Processes I, Parcic,12,0,T,15.0,116
73,52919,Givens, Introduction to Design Processes I, Parcic,12,0,T,15.3,116
74,52920,Givens, Introduction to Design Processes I, Parcic,12,0,T,16.0,116
75,52921,Givens, Introduction to Design Processes I, Parcic,12,0,T,16.3,116
76,52922,Givens, Introduction to Design Processes I, Parcic,12,0,T,17.0,116
77,52923,Givens, Introduction to Design Processes I, Parcic,12,0,H,14.0,116
78,52924,Givens, Introduction to Design Processes I, Parcic,12,0,H,14.3,116
79,52925,Givens, Introduction to Design Processes I, Parcic,12,0,H,15.0,116
80,52926,Givens, Introduction to Design Processes I, Parcic,12,0,H,15.3,116
81,52927,Givens, Introduction to Design Processes I, Parcic,12,0,H,16.0,116
82,52928,Givens, Introduction to Design Processes I, Parcic,12,0,H,16.3,116
83,52929,Givens, Introduction to Design Processes I, Parcic,12,0,H,17.0,116
84,52930,Givens, Representation I, Hatheway,14,0,F,14.0,116
85,52931,Givens, Representation I, Hatheway,14,0,F,14.3,116
86,52932,Givens, Representation I, Hatheway,14,0,F,15.0,116
87,52933,Givens, Representation I, Hatheway,14,0,F,15.3,116
88,52934,Givens, Representation I, Hatheway,14,0,F,16.0,116
89,52935,Givens, Representation I, Hatheway,14,0,F,16.3,116
90,52936,Givens, Representation I, Phillips,12,0,F,14.0,116
91,52937,Givens, Representation I, Phillips,12,0,F,14.3,116
92,52938,Givens, Representation I, Phillips,12,0,F,15.0,116
93,52939,Givens, Representation I, Phillips,12,0,F,15.3,116
94,52940,Givens, Representation I, Phillips,12,0,F,16.0,116
95,52941,Givens, Representation I, Phillips,12,0,F,16.3,116
96,52942,Givens, Representation I, Mitrisin,12,0,F,14.0,116
97,52943,Givens, Representation I, Mitrisin,12,0,F,14.3,116
98,52944,Givens, Representation I, Mitrisin,12,0,F,15.0,116
99,52945,Givens, Representation I, Mitrisin,12,0,F,15.3,116
100,52946,Givens, Representation I, Mitrisin,12,0,F,16.0,116
101,52947,Givens, Representation I, Mitrisin,12,0,F,16.3,116
102,52948,Givens, Representation I, Ulmer,12,0,F,14.0,116
103,52949,Givens, Representation I, Ulmer,12,0,F,14.3,116
104,52950,Givens, Representation I, Ulmer,12,0,F,15.0,116
105,52951,Givens, Representation I, Ulmer,12,0,F,15.3,116
106,52952,Givens, Representation I, Ulmer,12,0,F,16.0,116
107,52953,Givens, Representation I, Ulmer,12,0,F,16.3,116
108,52954,Givens, Representation I, Null,11,0,F,14.0,116
109,52955,Givens, Representation I, Null,11,0,F,14.3,116
110,52956,Givens, Representation I, Null,11,0,F,15.0,116
111,52957,Givens, Representation I, Null,11,0,F,15.3,116
112,52958,Givens, Representation I, Null,11,0,F,16.0,116
113,52959,Givens, Representation I, Null,11,0,F,16.3,116
114,52960,Givens, Representation I, Guo,13,0,F,14.0,116
115,52961,Givens, Representation I, Guo,13,0,F,14.3,116
116,52962,Givens, Representation I, Guo,13,0,F,15.0,116
117,52963,Givens, Representation I, Guo,13,0,F,15.3,116
118,52964,Givens, Representation I, Guo,13,0,F,16.0,116
119,52965,Givens, Representation I, Guo,13,0,F,16.3,116
120,52966,Givens, Architectural Design I, Vale,11,0,T,13.0,116
121,52967,Givens, Architectural Design I, Vale,11,0,T,13.3,116
122,52968,Givens, Architectural Design I, Vale,11,0,T,14.0,116
123,52969,Givens, Architectural Design I, Vale,11,0,T,14.3,116
124,52970,Givens, Architectural Design I, Vale,11,0,T,15.0,116
125,52971,Givens, Architectural Design I, Vale,11,0,T,15.3,116
126,52972,Givens, Architectural Design I, Vale,11,0,T,16.0,116
127,52973,Givens, Architectural Design I, Vale,11,0,T,16.3,116
128,52974,Givens, Architectural Design I, Vale,11,0,T,17.0,116
129,52975,Givens, Architectural Design I, Vale,11,0,H,13.0,116
130,52976,Givens, Architectural Design I, Vale,11,0,H,13.3,116
131,52977,Givens, Architectural Design I, Vale,11,0,H,14.0,116
132,52978,Givens, Architectural Design I, Vale,11,0,H,14.3,116
133,52979,Givens, Architectural Design I, Vale,11,0,H,15.0,116
134,52980,Givens, Architectural Design I, Vale,11,0,H,15.3,116
135,52981,Givens, Architectural Design I, Vale,11,0,H,16.0,116
136,52982,Givens, Architectural Design I, Vale,11,0,H,16.3,116
137,52983,Givens, Architectural Design I, Vale,11,0,H,17.0,116
138,52984,Givens, Architectural Design I, Abendroth,10,0,T,13.0,116
139,52985,Givens, Architectural Design I, Abendroth,10,0,T,13.3,116
140,52986,Givens, Architectural Design I, Abendroth,10,0,T,14.0,116
141,52987,Givens, Architectural Design I, Abendroth,10,0,T,14.3,116
142,52988,Givens, Architectural Design I, Abendroth,10,0,T,15.0,116
143,52989,Givens, Architectural Design I, Abendroth,10,0,T,15.3,116
144,52990,Givens, Architectural Design I, Abendroth,10,0,T,16.0,116
145,52991,Givens, Architectural Design I, Abendroth,10,0,T,16.3,116
146,52992,Givens, Architectural Design I, Abendroth,10,0,T,17.0,116
147,52993,Givens, Architectural Design I, Abendroth,10,0,H,13.0,116
148,52994,Givens, Architectural Design I, Abendroth,10,0,H,13.3,116
149,52995,Givens, Architectural Design I, Abendroth,10,0,H,14.0,116
150,52996,Givens, Architectural Design I, Abendroth,10,0,H,14.3,116
151,52997,Givens, Architectural Design I, Abendroth,10,0,H,15.0,116
152,52998,Givens, Architectural Design I, Abendroth,10,0,H,15.3,116
153,52999,Givens, Architectural Design I, Abendroth,10,0,H,16.0,116
154,53000,Givens, Architectural Design I, Abendroth,10,0,H,16.3,116
155,53001,Givens, Architectural Design I, Abendroth,10,0,H,17.0,116
156,53002,Givens, Architectural Design I, Byun,10,0,T,13.0,116
157,53003,Givens, Architectural Design I, Byun,10,0,T,13.3,116
158,53004,Givens, Architectural Design I, Byun,10,0,T,14.0,116
159,53005,Givens, Architectural Design I, Byun,10,0,T,14.3,116
160,53006,Givens, Architectural Design I, Byun,10,0,T,15.0,116
161,53007,Givens, Architectural Design I, Byun,10,0,T,15.3,116
162,53008,Givens, Architectural Design I, Byun,10,0,T,16.0,116
163,53009,Givens, Architectural Design I, Byun,10,0,T,16.3,116
164,53010,Givens, Architectural Design I, Byun,10,0,T,17.0,116
165,53011,Givens, Architectural Design I, Byun,10,0,H,13.0,116
166,53012,Givens, Architectural Design I, Byun,10,0,H,13.3,116
167,53013,Givens, Architectural Design I, Byun,10,0,H,14.0,116
168,53014,Givens, Architectural Design I, Byun,10,0,H,14.3,116
169,53015,Givens, Architectural Design I, Byun,10,0,H,15.0,116
170,53016,Givens, Architectural Design I, Byun,10,0,H,15.3,116
171,53017,Givens, Architectural Design I, Byun,10,0,H,16.0,116
172,53018,Givens, Architectural Design I, Byun,10,0,H,16.3,116
173,53019,Givens, Architectural Design I, Byun,10,0,H,17.0,116
174,53020,Givens, Architectural Design I, Stitelman,10,0,T,13.0,116
175,53021,Givens, Architectural Design I, Stitelman,10,0,T,13.3,116
176,53022,Givens, Architectural Design I, Stitelman,10,0,T,14.0,116
177,53023,Givens, Architectural Design I, Stitelman,10,0,T,14.3,116
178,53024,Givens, Architectural Design I, Stitelman,10,0,T,15.0,116
179,53025,Givens, Architectural Design I, Stitelman,10,0,T,15.3,116
180,53026,Givens, Architectural Design I, Stitelman,10,0,T,16.0,116
181,53027,Givens, Architectural Design I, Stitelman,10,0,T,16.3,116
182,53028,Givens, Architectural Design I, Stitelman,10,0,T,17.0,116
183,53029,Givens, Architectural Design I, Stitelman,10,0,H,13.0,116
184,53030,Givens, Architectural Design I, Stitelman,10,0,H,13.3,116
185,53031,Givens, Architectural Design I, Stitelman,10,0,H,14.0,116
186,53032,Givens, Architectural Design I, Stitelman,10,0,H,14.3,116
187,53033,Givens, Architectural Design I, Stitelman,10,0,H,15.0,116
188,53034,Givens, Architectural Design I, Stitelman,10,0,H,15.3,116
189,53035,Givens, Architectural Design I, Stitelman,10,0,H,16.0,116
190,53036,Givens, Architectural Design I, Stitelman,10,0,H,16.3,116
191,53037,Givens, Architectural Design I, Stitelman,10,0,H,17.0,116
192,53038,Givens, Architectural Design I, Stouffer,10,0,T,13.0,116
193,53039,Givens, Architectural Design I, Stouffer,10,0,T,13.3,116
194,53040,Givens, Architectural Design I, Stouffer,10,0,T,14.0,116
195,53041,Givens, Architectural Design I, Stouffer,10,0,T,14.3,116
196,53042,Givens, Architectural Design I, Stouffer,10,0,T,15.0,116
197,53043,Givens, Architectural Design I, Stouffer,10,0,T,15.3,116
198,53044,Givens, Architectural Design I, Stouffer,10,0,T,16.0,116
199,53045,Givens, Architectural Design I, Stouffer,10,0,T,16.3,116
200,53046,Givens, Architectural Design I, Stouffer,10,0,T,17.0,116
201,53047,Givens, Architectural Design I, Stouffer,10,0,H,13.0,116
202,53048,Givens, Architectural Design I, Stouffer,10,0,H,13.3,116
203,53049,Givens, Architectural Design I, Stouffer,10,0,H,14.0,116
204,53050,Givens, Architectural Design I, Stouffer,10,0,H,14.3,116
205,53051,Givens, Architectural Design I, Stouffer,10,0,H,15.0,116
206,53052,Givens, Architectural Design I, Stouffer,10,0,H,15.3,116
207,53053,Givens, Architectural Design I, Stouffer,10,0,H,16.0,116
208,53054,Givens, Architectural Design I, Stouffer,10,0,H,16.3,116
209,53055,Givens, Architectural Design I, Stouffer,10,0,H,17.0,116
210,53056,Givens, Shared Ecologies and Design, Denizen,16,0,F,8.3,118
211,53057,Givens, Shared Ecologies and Design, Denizen,16,0,F,9.0,118
212,53058,Givens, Shared Ecologies and Design, Denizen,16,0,F,9.3,118
213,53059,Givens, Shared Ecologies and Design, Denizen,16,0,F,10.0,118
214,53060,Givens, Shared Ecologies and Design, Denizen,16,0,F,10.3,118
215,53061,Givens, Shared Ecologies and Design, Denizen,16,0,F,11.0,118
216,53062,Steinberg, Community Building, Hansman,13,0,T,13.0,6
217,53063,Steinberg, Community Building, Hansman,13,0,T,13.3,6
218,53064,Steinberg, Community Building, Hansman,13,0,T,14.0,6
219,53065,Steinberg, Community Building, Hansman,13,0,T,14.3,6
220,53066,Steinberg, Community Building, Hansman,13,0,T,15.0,6
221,53067,Steinberg, Community Building, Hansman,13,0,T,15.3,6
222,53068,Steinberg, Community Building, Hansman,13,0,H,13.0,6
223,53069,Steinberg, Community Building, Hansman,13,0,H,13.3,6
224,53070,Steinberg, Community Building, Hansman,13,0,H,14.0,6
225,53071,Steinberg, Community Building, Hansman,13,0,H,14.3,6
226,53072,Steinberg, Community Building, Hansman,13,0,H,15.0,6
227,53073,Steinberg, Community Building, Hansman,13,0,H,15.3,6
228,53074,Steinberg, Architecture Through the Photographic Lens, Colten,8,0,T,17.3,26
229,53075,Steinberg, Architecture Through the Photographic Lens, Colten,8,0,T,18.0,26
230,53076,Steinberg, Architecture Through the Photographic Lens, Colten,8,0,T,18.3,26
231,53077,Steinberg, Architecture Through the Photographic Lens, Colten,8,0,T,19.0,26
232,53078,Steinberg, Architecture Through the Photographic Lens, Colten,8,0,T,19.3,26
233,53079,Steinberg, Architecture Through the Photographic Lens, Colten,8,0,T,20.0,26
234,53080,Steinberg, Architecture Through the Photographic Lens, Colten,8,0,H,17.3,26
235,53081,Steinberg, Architecture Through the Photographic Lens, Colten,8,0,H,18.0,26
236,53082,Steinberg, Architecture Through the Photographic Lens, Colten,8,0,H,18.3,26
237,53083,Steinberg, Architecture Through the Photographic Lens, Colten,8,0,H,19.0,26
238,53084,Steinberg, Architecture Through the Photographic Lens, Colten,8,0,H,19.3,26
239,53085,Steinberg, Architecture Through the Photographic Lens, Colten,8,0,H,20.0,26
240,53086,Busch, Architectural History I: Antiquity to Baroque, Allen,63,0,T,10.0,100
241,53087,Busch, Architectural History I: Antiquity to Baroque, Allen,63,0,T,10.3,100
242,53088,Busch, Architectural History I: Antiquity to Baroque, Allen,63,0,T,11.0,100
243,53089,Busch, Architectural History I: Antiquity to Baroque, Allen,63,0,H,10.0,100
244,53090,Busch, Architectural History I: Antiquity to Baroque, Allen,63,0,H,10.3,100
245,53091,Busch, Architectural History I: Antiquity to Baroque, Allen,63,0,H,11.0,100
246,53092,Walker Hall, Furniture Design Emphasis Metal, Stouffer,13,0,M,8.3,103
247,53093,Walker Hall, Furniture Design Emphasis Metal, Stouffer,13,0,M,9.0,103
248,53094,Walker Hall, Furniture Design Emphasis Metal, Stouffer,13,0,M,9.3,103
249,53095,Walker Hall, Furniture Design Emphasis Metal, Stouffer,13,0,M,10.0,103
250,53096,Walker Hall, Furniture Design Emphasis Metal, Stouffer,13,0,M,10.3,103
251,53097,Walker Hall, Furniture Design Emphasis Metal, Stouffer,13,0,M,11.0,103
252,53098,Walker Hall, Furniture Design Emphasis Metal, Stouffer,13,0,W,8.3,103
253,53099,Walker Hall, Furniture Design Emphasis Metal, Stouffer,13,0,W,9.0,103
254,53100,Walker Hall, Furniture Design Emphasis Metal, Stouffer,13,0,W,9.3,103
255,53101,Walker Hall, Furniture Design Emphasis Metal, Stouffer,13,0,W,10.0,103
256,53102,Walker Hall, Furniture Design Emphasis Metal, Stouffer,13,0,W,10.3,103
257,53103,Walker Hall, Furniture Design Emphasis Metal, Stouffer,13,0,W,11.0,103
258,53104,January Hall, Sustainability Exchange: Community and University Practicums, Williams Krummenacher Solberg Knipp VanRipe,19,0,T,14.3,110
259,53105,January Hall, Sustainability Exchange: Community and University Practicums, Williams Krummenacher Solberg Knipp VanRipe,19,0,T,15.0,110
260,53106,January Hall, Sustainability Exchange: Community and University Practicums, Williams Krummenacher Solberg Knipp VanRipe,19,0,T,15.3,110
261,53107,January Hall, Sustainability Exchange: Community and University Practicums, Williams Krummenacher Solberg Knipp VanRipe,19,0,H,14.3,110
262,53108,January Hall, Sustainability Exchange: Community and University Practicums, Williams Krummenacher Solberg Knipp VanRipe,19,0,H,15.0,110
263,53109,January Hall, Sustainability Exchange: Community and University Practicums, Williams Krummenacher Solberg Knipp VanRipe,19,0,H,15.3,110
264,53110,Givens, Design Culture, Luchini,47,0,M,11.3,116
265,53111,Givens, Design Culture, Luchini,47,0,M,12.0,116
266,53112,Givens, Design Culture, Luchini,47,0,M,12.3,116
267,53113,Givens, Design Culture, Luchini,47,0,W,11.3,116
268,53114,Givens, Design Culture, Luchini,47,0,W,12.0,116
269,53115,Givens, Design Culture, Luchini,47,0,W,12.3,116
270,53116,Busch, Architectural History I:  Antiquity to Baroque, Allen,63,0,T,10.0,100
271,53117,Busch, Architectural History I:  Antiquity to Baroque, Allen,63,0,T,10.3,100
272,53118,Busch, Architectural History I:  Antiquity to Baroque, Allen,63,0,T,11.0,100
273,53119,Busch, Architectural History I:  Antiquity to Baroque, Allen,63,0,H,10.0,100
274,53120,Busch, Architectural History I:  Antiquity to Baroque, Allen,63,0,H,10.3,100
275,53121,Busch, Architectural History I:  Antiquity to Baroque, Allen,63,0,H,11.0,100
276,53122,Givens, Environmental Systems I, Yin,50,0,T,11.3,116
277,53123,Givens, Environmental Systems I, Yin,50,0,T,12.0,116
278,53124,Givens, Environmental Systems I, Yin,50,0,T,12.3,116
279,53125,Givens, Environmental Systems I, Yin,50,0,H,11.3,116
280,53126,Givens, Environmental Systems I, Yin,50,0,H,12.0,116
281,53127,Givens, Environmental Systems I, Yin,50,0,H,12.3,116
282,53128,Steinberg, Building Systems, Moyano Fernandez,97,0,M,8.0,105
283,53129,Steinberg, Building Systems, Moyano Fernandez,97,0,M,8.3,105
284,53130,Steinberg, Building Systems, Moyano Fernandez,97,0,M,9.0,105
285,53131,Steinberg, Building Systems, Moyano Fernandez,97,0,M,9.3,105
286,53135,Steinberg, Building Systems, Moyano Fernandez,97,0,F,8.0,105
287,53136,Steinberg, Building Systems, Moyano Fernandez,97,0,F,8.3,105
288,53137,Steinberg, Building Systems, Moyano Fernandez,97,0,F,9.0,105
289,53138,Steinberg, Building Systems, Moyano Fernandez,97,0,F,9.3,105
290,53142,Simon, Structures I, Shinn,70,0,W,18.3,023
291,53143,Simon, Structures I, Shinn,70,0,W,19.0,023
292,53144,Simon, Structures I, Shinn,70,0,W,19.3,023
293,53145,Simon, Structures I, Shinn,70,0,W,20.0,023
294,53146,Simon, Structures I, Shinn,70,0,W,20.3,023
295,53147,Givens, Segregation by Design: A Historical Analysis of the Impact of Planning and Policy in St. Louis, Freixas,7,0,W,8.3,118
296,53148,Givens, Segregation by Design: A Historical Analysis of the Impact of Planning and Policy in St. Louis, Freixas,7,0,W,9.0,118
297,53149,Givens, Segregation by Design: A Historical Analysis of the Impact of Planning and Policy in St. Louis, Freixas,7,0,W,9.3,118
298,53150,Givens, Segregation by Design: A Historical Analysis of the Impact of Planning and Policy in St. Louis, Freixas,7,0,W,10.0,118
299,53151,Givens, Segregation by Design: A Historical Analysis of the Impact of Planning and Policy in St. Louis, Freixas,7,0,W,10.3,118
300,53152,Givens, Segregation by Design: A Historical Analysis of the Impact of Planning and Policy in St. Louis, Freixas,7,0,W,11.0,118
301,53153,Givens, Creating a Resilient City: Gateway South St. Louis, Yin,5,0,T,8.3,118
302,53154,Givens, Creating a Resilient City: Gateway South St. Louis, Yin,5,0,T,9.0,118
303,53155,Givens, Creating a Resilient City: Gateway South St. Louis, Yin,5,0,T,9.3,118
304,53156,Givens, Creating a Resilient City: Gateway South St. Louis, Yin,5,0,H,8.3,118
305,53157,Givens, Creating a Resilient City: Gateway South St. Louis, Yin,5,0,H,9.0,118
306,53158,Givens, Creating a Resilient City: Gateway South St. Louis, Yin,5,0,H,9.3,118
307,53159,Steinberg, Solar Decathlon Design Challenge, Abendroth,6,0,T,11.3,205
308,53160,Steinberg, Solar Decathlon Design Challenge, Abendroth,6,0,T,12.0,205
309,53161,Steinberg, Solar Decathlon Design Challenge, Abendroth,6,0,T,12.3,205
310,53162,Steinberg, Solar Decathlon Design Challenge, Abendroth,6,0,H,11.3,205
311,53163,Steinberg, Solar Decathlon Design Challenge, Abendroth,6,0,H,12.0,205
312,53164,Steinberg, Solar Decathlon Design Challenge, Abendroth,6,0,H,12.3,205
313,53165,Givens, Landscapes Through Time:  The History of St. Louis' Built Environment, Moore,10,0,W,18.0,118
314,53166,Givens, Landscapes Through Time:  The History of St. Louis' Built Environment, Moore,10,0,W,18.3,118
315,53167,Givens, Landscapes Through Time:  The History of St. Louis' Built Environment, Moore,10,0,W,19.0,118
316,53168,Givens, Landscapes Through Time:  The History of St. Louis' Built Environment, Moore,10,0,W,19.3,118
317,53169,Givens, Landscapes Through Time:  The History of St. Louis' Built Environment, Moore,10,0,W,20.0,118
318,53170,Givens, Landscapes Through Time:  The History of St. Louis' Built Environment, Moore,10,0,W,20.3,118
319,53171,Weil, NOMA National Design Competition, Betts,9,0,F,13.0,120
320,53172,Weil, NOMA National Design Competition, Betts,9,0,F,13.3,120
321,53173,Weil, NOMA National Design Competition, Betts,9,0,F,14.0,120
322,53174,Weil, NOMA National Design Competition, Betts,9,0,F,14.3,120
323,53175,Weil, NOMA National Design Competition, Betts,9,0,F,15.0,120
324,53176,Weil, NOMA National Design Competition, Betts,9,0,F,15.3,120
325,53177,Weil, NOMA National Design Competition, Betts,9,0,F,16.0,120
326,53178,Weil, NOMA National Design Competition, Betts,9,0,F,16.3,120
327,53179,Steinberg, Pre-Design Seminar, Stitelman,49,0,F,11.3,105
328,53180,Steinberg, Pre-Design Seminar, Stitelman,49,0,F,12.0,105
329,53181,Steinberg, Pre-Design Seminar, Stitelman,49,0,F,12.3,105
330,53182,Givens, Visions of a Brighter Future: The History of Progressive Design at Worlds Fairs, Moore,11,0,H,18.0,115
331,53183,Givens, Visions of a Brighter Future: The History of Progressive Design at Worlds Fairs, Moore,11,0,H,18.3,115
332,53184,Givens, Visions of a Brighter Future: The History of Progressive Design at Worlds Fairs, Moore,11,0,H,19.0,115
333,53185,Givens, Visions of a Brighter Future: The History of Progressive Design at Worlds Fairs, Moore,11,0,H,19.3,115
334,53186,Givens, Visions of a Brighter Future: The History of Progressive Design at Worlds Fairs, Moore,11,0,H,20.0,115
335,53187,Givens, Visions of a Brighter Future: The History of Progressive Design at Worlds Fairs, Moore,11,0,H,20.3,115
336,53188,Steinberg, Advanced Building Systems, Janis Ahrens,49,0,T,8.3,105
337,53189,Steinberg, Advanced Building Systems, Janis Ahrens,49,0,T,9.0,105
338,53190,Steinberg, Advanced Building Systems, Janis Ahrens,49,0,T,9.3,105
339,53191,Steinberg, Advanced Building Systems, Janis Ahrens,49,0,H,8.3,105
340,53192,Steinberg, Advanced Building Systems, Janis Ahrens,49,0,H,9.0,105
341,53193,Steinberg, Advanced Building Systems, Janis Ahrens,49,0,H,9.3,105
342,53194,Weil, Kindred Landscapes, Peemoeller,5,0,W,13.0,230
343,53195,Weil, Kindred Landscapes, Peemoeller,5,0,W,13.3,230
344,53196,Weil, Kindred Landscapes, Peemoeller,5,0,W,14.0,230
345,53197,Weil, Kindred Landscapes, Peemoeller,5,0,W,14.3,230
346,53198,Weil, Kindred Landscapes, Peemoeller,5,0,W,15.0,230
347,53199,Weil, Kindred Landscapes, Peemoeller,5,0,W,15.3,230
348,53200,Steinberg, Architecture Climate Metabolism and Use. Towards Post-Sustainability, Garcia-German,9,0,T,13.0,205
349,53201,Steinberg, Architecture Climate Metabolism and Use. Towards Post-Sustainability, Garcia-German,9,0,T,13.3,205
350,53202,Steinberg, Architecture Climate Metabolism and Use. Towards Post-Sustainability, Garcia-German,9,0,T,14.0,205
351,53203,Steinberg, Architecture Climate Metabolism and Use. Towards Post-Sustainability, Garcia-German,9,0,T,14.3,205
352,53204,Steinberg, Architecture Climate Metabolism and Use. Towards Post-Sustainability, Garcia-German,9,0,T,15.0,205
353,53205,Steinberg, Architecture Climate Metabolism and Use. Towards Post-Sustainability, Garcia-German,9,0,T,15.3,205
354,53206,Givens, Advanced Seminar in Urban Sustainability I, Hoal,6,0,H,18.0,118
355,53207,Givens, Advanced Seminar in Urban Sustainability I, Hoal,6,0,H,18.3,118
356,53208,Givens, Advanced Seminar in Urban Sustainability I, Hoal,6,0,H,19.0,118
357,53209,Givens, Advanced Seminar in Urban Sustainability I, Hoal,6,0,H,19.3,118
358,53210,Givens, Advanced Seminar in Urban Sustainability I, Hoal,6,0,H,20.0,118
359,53211,Givens, Advanced Seminar in Urban Sustainability I, Hoal,6,0,H,20.3,118
360,53212,Givens, Theories & Methods of Historical Research, Mumford,11,0,T,13.0,118
