"class_id";"day_week";"time_day";"Building";"num_students";"Friends"
120051;"F";15.1;"Brown";430;0
120052;"F";15.2;"Brown";430;0
120053;"F";15.3;"Brown";430;0
120054;"F";15.4;"Brown";430;0
120055;"F";15.5;"Brown";430;0
120056;"F";16.0;"Brown";0;0
120057;"F";16.1;"Brown";0;0
120058;"F";16.2;"Brown";0;0
120059;"F";16.3;"Brown";0;0
120060;"F";16.4;"Brown";0;0
120061;"F";16.5;"Brown";0;0
120062;"F";17.0;"Brown";0;0
120063;"F";17.1;"Brown";0;0
120064;"F";17.2;"Brown";0;0
120065;"F";17.3;"Brown";0;0
120066;"F";17.4;"Brown";0;0
120067;"F";17.5;"Brown";0;0
120068;"F";18.0;"Brown";0;0
120069;"F";18.1;"Brown";0;0
120070;"F";18.2;"Brown";0;0
120071;"F";18.3;"Brown";0;0
120072;"F";18.4;"Brown";0;0
120073;"F";18.5;"Brown";0;0
120074;"F";19.0;"Brown";0;0
120075;"F";19.1;"Brown";0;0
120076;"F";19.2;"Brown";0;0
120077;"F";19.3;"Brown";0;0
120078;"F";19.4;"Brown";0;0
120079;"F";19.5;"Brown";0;0
120080;"F";20.0;"Brown";0;0
120081;"M";7.0;"Busch";0;0
120082;"M";7.1;"Busch";0;0
120083;"M";7.2;"Busch";0;0
120084;"M";7.3;"Busch";0;0
120085;"M";7.4;"Busch";0;0
120086;"M";7.5;"Busch";0;0
120087;"M";8.0;"Busch";0;0
120088;"M";8.1;"Busch";0;0
120089;"M";8.2;"Busch";0;0
120090;"M";8.3;"Busch";0;0
120091;"M";8.4;"Busch";0;0
120092;"M";8.5;"Busch";0;0
120093;"M";9.0;"Busch";52;0
120094;"M";9.1;"Busch";52;0
120095;"M";9.2;"Busch";52;0
120096;"M";9.3;"Busch";52;0
120097;"M";9.4;"Busch";52;0
120098;"M";9.5;"Busch";52;0
120099;"M";10.0;"Busch";133;0
120100;"M";10.1;"Busch";133;0
120101;"M";10.2;"Busch";133;0
120102;"M";10.3;"Busch";133;0
120103;"M";10.4;"Busch";133;0
120104;"M";10.5;"Busch";133;0
120105;"M";11.0;"Busch";0;0
120106;"M";11.1;"Busch";0;0
120107;"M";11.2;"Busch";0;0
120108;"M";11.3;"Busch";552;0
120109;"M";11.4;"Busch";552;0
120110;"M";11.5;"Busch";552;0
120111;"M";12.0;"Busch";552;0
120112;"M";12.1;"Busch";552;0
120113;"M";12.2;"Busch";552;0
120114;"M";12.3;"Busch";552;0
120115;"M";12.4;"Busch";552;0
120116;"M";12.5;"Busch";552;0
120117;"M";13.0;"Busch";0;0
120118;"M";13.1;"Busch";0;0
120119;"M";13.2;"Busch";0;0
120120;"M";13.3;"Busch";0;0
120121;"M";13.4;"Busch";0;0
120122;"M";13.5;"Busch";0;0
120123;"M";14.0;"Busch";82;0
120124;"M";14.1;"Busch";82;0
120125;"M";14.2;"Busch";82;0
120126;"M";14.3;"Busch";82;0
120127;"M";14.4;"Busch";82;0
120128;"M";14.5;"Busch";82;0
120129;"M";15.0;"Busch";188;0
120130;"M";15.1;"Busch";188;0
120131;"M";15.2;"Busch";188;0
120132;"M";15.3;"Busch";188;0
120133;"M";15.4;"Busch";188;0
120134;"M";15.5;"Busch";188;0
120135;"M";16.0;"Busch";0;0
120136;"M";16.1;"Busch";0;0
120137;"M";16.2;"Busch";0;0
120138;"M";16.3;"Busch";0;0
120139;"M";16.4;"Busch";0;0
120140;"M";16.5;"Busch";0;0
120141;"M";17.0;"Busch";0;0
120142;"M";17.1;"Busch";0;0
120143;"M";17.2;"Busch";0;0
120144;"M";17.3;"Busch";134;0
120145;"M";17.4;"Busch";134;0
120146;"M";17.5;"Busch";134;0
120147;"M";18.0;"Busch";162;0
120148;"M";18.1;"Busch";162;0
120149;"M";18.2;"Busch";162;0
120150;"M";18.3;"Busch";162;0
120151;"M";18.4;"Busch";162;0
120152;"M";18.5;"Busch";162;0
120153;"M";19.0;"Busch";162;0
120154;"M";19.1;"Busch";28;0
120155;"M";19.2;"Busch";28;0
120156;"M";19.3;"Busch";28;0
120157;"M";19.4;"Busch";28;0
120158;"M";19.5;"Busch";28;0
120159;"M";20.0;"Busch";28;0
120160;"T";7.0;"Busch";0;0
120161;"T";7.1;"Busch";0;0
120162;"T";7.2;"Busch";0;0
120163;"T";7.3;"Busch";0;0
120164;"T";7.4;"Busch";0;0
120165;"T";7.5;"Busch";0;0
120166;"T";8.0;"Busch";0;0
120167;"T";8.1;"Busch";0;0
120168;"T";8.2;"Busch";0;0
120169;"T";8.3;"Busch";0;0
120170;"T";8.4;"Busch";0;0
120171;"T";8.5;"Busch";0;0
120172;"T";9.0;"Busch";0;0
120173;"T";9.1;"Busch";0;0
120174;"T";9.2;"Busch";0;0
120175;"T";9.3;"Busch";0;0
120176;"T";9.4;"Busch";0;0
120177;"T";9.5;"Busch";0;0
120178;"T";10.0;"Busch";147;0
120179;"T";10.1;"Busch";147;0
120180;"T";10.2;"Busch";147;0
120181;"T";10.3;"Busch";147;0
120182;"T";10.4;"Busch";147;0
120183;"T";10.5;"Busch";147;0
120184;"T";11.0;"Busch";134;0
120185;"T";11.1;"Busch";134;0
120186;"T";11.2;"Busch";134;0
120187;"T";11.3;"Busch";10;0
120188;"T";11.4;"Busch";10;0
120189;"T";11.5;"Busch";10;0
120190;"T";12.0;"Busch";10;0
120191;"T";12.1;"Busch";10;0
120192;"T";12.2;"Busch";10;0
120193;"T";12.3;"Busch";10;0
120194;"T";12.4;"Busch";10;0
120195;"T";12.5;"Busch";10;0
120196;"T";13.0;"Busch";88;0
120197;"T";13.1;"Busch";88;0
120198;"T";13.2;"Busch";88;0
120199;"T";13.3;"Busch";88;0
120200;"T";13.4;"Busch";88;0
120201;"T";13.5;"Busch";88;0
120202;"T";14.0;"Busch";88;0
120203;"T";14.1;"Busch";88;0
120204;"T";14.2;"Busch";88;0
120205;"T";14.3;"Busch";11;0
120206;"T";14.4;"Busch";11;0
120207;"T";14.5;"Busch";11;0
120208;"T";15.0;"Busch";11;0
120209;"T";15.1;"Busch";11;0
120210;"T";15.2;"Busch";11;0
120211;"T";15.3;"Busch";11;0
120212;"T";15.4;"Busch";11;0
120213;"T";15.5;"Busch";11;0
120214;"T";16.0;"Busch";25;0
120215;"T";16.1;"Busch";25;0
120216;"T";16.2;"Busch";25;0
120217;"T";16.3;"Busch";25;0
120218;"T";16.4;"Busch";25;0
120219;"T";16.5;"Busch";25;0
120220;"T";17.0;"Busch";25;0
120221;"T";17.1;"Busch";25;0
120222;"T";17.2;"Busch";25;0
120223;"T";17.3;"Busch";0;0
120224;"T";17.4;"Busch";0;0
120225;"T";17.5;"Busch";0;0
120226;"T";18.0;"Busch";0;0
120227;"T";18.1;"Busch";0;0
120228;"T";18.2;"Busch";0;0
120229;"T";18.3;"Busch";67;0
120230;"T";18.4;"Busch";67;0
120231;"T";18.5;"Busch";67;0
120232;"T";19.0;"Busch";67;0
120233;"T";19.1;"Busch";67;0
120234;"T";19.2;"Busch";67;0
120235;"T";19.3;"Busch";67;0
120236;"T";19.4;"Busch";67;0
120237;"T";19.5;"Busch";67;0
120238;"T";20.0;"Busch";67;0
120239;"W";7.0;"Busch";0;0
120240;"W";7.1;"Busch";0;0
120241;"W";7.2;"Busch";0;0
120242;"W";7.3;"Busch";0;0
120243;"W";7.4;"Busch";0;0
120244;"W";7.5;"Busch";0;0
120245;"W";8.0;"Busch";0;0
120246;"W";8.1;"Busch";0;0
120247;"W";8.2;"Busch";0;0
120248;"W";8.3;"Busch";0;0
120249;"W";8.4;"Busch";0;0
120250;"W";8.5;"Busch";0;0
120251;"W";9.0;"Busch";52;0
120252;"W";9.1;"Busch";52;0
120253;"W";9.2;"Busch";52;0
120254;"W";9.3;"Busch";52;0
120255;"W";9.4;"Busch";52;0
120256;"W";9.5;"Busch";52;0
120257;"W";10.0;"Busch";133;0
120258;"W";10.1;"Busch";133;0
120259;"W";10.2;"Busch";133;0
120260;"W";10.3;"Busch";133;0
120261;"W";10.4;"Busch";133;0
120262;"W";10.5;"Busch";133;0
120263;"W";11.0;"Busch";0;0
120264;"W";11.1;"Busch";0;0
120265;"W";11.2;"Busch";0;0
120266;"W";11.3;"Busch";552;0
120267;"W";11.4;"Busch";552;0
120268;"W";11.5;"Busch";552;0
120269;"W";12.0;"Busch";552;0
120270;"W";12.1;"Busch";552;0
120271;"W";12.2;"Busch";552;0
120272;"W";12.3;"Busch";552;0
120273;"W";12.4;"Busch";552;0
120274;"W";12.5;"Busch";552;0
120275;"W";13.0;"Busch";0;0
120276;"W";13.1;"Busch";0;0
120277;"W";13.2;"Busch";0;0
120278;"W";13.3;"Busch";0;0
120279;"W";13.4;"Busch";0;0
120280;"W";13.5;"Busch";0;0
120281;"W";14.0;"Busch";82;0
120282;"W";14.1;"Busch";82;0
120283;"W";14.2;"Busch";82;0
120284;"W";14.3;"Busch";82;0
120285;"W";14.4;"Busch";82;0
120286;"W";14.5;"Busch";82;0
120287;"W";15.0;"Busch";214;0
120288;"W";15.1;"Busch";214;0
120289;"W";15.2;"Busch";214;0
120290;"W";15.3;"Busch";214;0
120291;"W";15.4;"Busch";214;0
120292;"W";15.5;"Busch";214;0
120293;"W";16.0;"Busch";32;0
120294;"W";16.1;"Busch";32;0
120295;"W";16.2;"Busch";32;0
120296;"W";16.3;"Busch";32;0
120297;"W";16.4;"Busch";32;0
120298;"W";16.5;"Busch";32;0
120299;"W";17.0;"Busch";32;0
120300;"W";17.1;"Busch";32;0
120301;"W";17.2;"Busch";32;0
120302;"W";17.3;"Busch";166;0
120303;"W";17.4;"Busch";166;0
120304;"W";17.5;"Busch";166;0
120305;"W";18.0;"Busch";134;0
120306;"W";18.1;"Busch";134;0
120307;"W";18.2;"Busch";134;0
120308;"W";18.3;"Busch";134;0
120309;"W";18.4;"Busch";134;0
120310;"W";18.5;"Busch";134;0
120311;"W";19.0;"Busch";134;0
120312;"W";19.1;"Busch";0;0
120313;"W";19.2;"Busch";0;0
120314;"W";19.3;"Busch";0;0
120315;"W";19.4;"Busch";0;0
120316;"W";19.5;"Busch";0;0
120317;"W";20.0;"Busch";0;0
120318;"H";7.0;"Busch";0;0
120319;"H";7.1;"Busch";0;0
120320;"H";7.2;"Busch";0;0
120321;"H";7.3;"Busch";0;0
120322;"H";7.4;"Busch";0;0
120323;"H";7.5;"Busch";0;0
120324;"H";8.0;"Busch";0;0
120325;"H";8.1;"Busch";0;0
120326;"H";8.2;"Busch";0;0
120327;"H";8.3;"Busch";0;0
120328;"H";8.4;"Busch";0;0
120329;"H";8.5;"Busch";0;0
120330;"H";9.0;"Busch";0;0
120331;"H";9.1;"Busch";0;0
120332;"H";9.2;"Busch";0;0
120333;"H";9.3;"Busch";0;0
120334;"H";9.4;"Busch";0;0
120335;"H";9.5;"Busch";0;0
120336;"H";10.0;"Busch";147;0
120337;"H";10.1;"Busch";147;0
120338;"H";10.2;"Busch";147;0
120339;"H";10.3;"Busch";147;0
120340;"H";10.4;"Busch";147;0
120341;"H";10.5;"Busch";147;0
120342;"H";11.0;"Busch";134;0
120343;"H";11.1;"Busch";134;0
120344;"H";11.2;"Busch";134;0
120345;"H";11.3;"Busch";10;0
120346;"H";11.4;"Busch";10;0
120347;"H";11.5;"Busch";10;0
120348;"H";12.0;"Busch";10;0
120349;"H";12.1;"Busch";10;0
120350;"H";12.2;"Busch";10;0
120351;"H";12.3;"Busch";10;0
120352;"H";12.4;"Busch";10;0
120353;"H";12.5;"Busch";10;0
120354;"H";13.0;"Busch";88;0
120355;"H";13.1;"Busch";88;0
120356;"H";13.2;"Busch";88;0
120357;"H";13.3;"Busch";88;0
120358;"H";13.4;"Busch";88;0
120359;"H";13.5;"Busch";88;0
120360;"H";14.0;"Busch";88;0
120361;"H";14.1;"Busch";88;0
120362;"H";14.2;"Busch";88;0
120363;"H";14.3;"Busch";11;0
120364;"H";14.4;"Busch";11;0
120365;"H";14.5;"Busch";11;0
120366;"H";15.0;"Busch";11;0
120367;"H";15.1;"Busch";11;0
120368;"H";15.2;"Busch";11;0
120369;"H";15.3;"Busch";11;0
120370;"H";15.4;"Busch";11;0
120371;"H";15.5;"Busch";11;0
120372;"H";16.0;"Busch";25;0
120373;"H";16.1;"Busch";25;0
120374;"H";16.2;"Busch";25;0
120375;"H";16.3;"Busch";25;0
120376;"H";16.4;"Busch";25;0
120377;"H";16.5;"Busch";25;0
120378;"H";17.0;"Busch";25;0
120379;"H";17.1;"Busch";25;0
120380;"H";17.2;"Busch";25;0
120381;"H";17.3;"Busch";0;0
120382;"H";17.4;"Busch";0;0
120383;"H";17.5;"Busch";0;0
120384;"H";18.0;"Busch";0;0
120385;"H";18.1;"Busch";0;0
120386;"H";18.2;"Busch";0;0
120387;"H";18.3;"Busch";0;0
120388;"H";18.4;"Busch";0;0
120389;"H";18.5;"Busch";0;0
120390;"H";19.0;"Busch";10;0
120391;"H";19.1;"Busch";10;0
120392;"H";19.2;"Busch";10;0
120393;"H";19.3;"Busch";10;0
120394;"H";19.4;"Busch";10;0
120395;"H";19.5;"Busch";10;0
120396;"H";20.0;"Busch";10;0
120397;"F";7.0;"Busch";0;0
120398;"F";7.1;"Busch";0;0
120399;"F";7.2;"Busch";0;0
120400;"F";7.3;"Busch";0;0
120401;"F";7.4;"Busch";0;0
120402;"F";7.5;"Busch";0;0
120403;"F";8.0;"Busch";0;0
120404;"F";8.1;"Busch";0;0
120405;"F";8.2;"Busch";0;0
120406;"F";8.3;"Busch";0;0
120407;"F";8.4;"Busch";0;0
120408;"F";8.5;"Busch";0;0
120409;"F";9.0;"Busch";52;0
120410;"F";9.1;"Busch";52;0
120411;"F";9.2;"Busch";52;0
120412;"F";9.3;"Busch";52;0
120413;"F";9.4;"Busch";52;0
120414;"F";9.5;"Busch";52;0
120415;"F";10.0;"Busch";13;0
120416;"F";10.1;"Busch";13;0
120417;"F";10.2;"Busch";13;0
120418;"F";10.3;"Busch";13;0
120419;"F";10.4;"Busch";13;0
120420;"F";10.5;"Busch";13;0
120421;"F";11.0;"Busch";97;0
120422;"F";11.1;"Busch";97;0
120423;"F";11.2;"Busch";97;0
120424;"F";11.3;"Busch";97;0
120425;"F";11.4;"Busch";97;0
120426;"F";11.5;"Busch";97;0
120427;"F";12.0;"Busch";0;0
120428;"F";12.1;"Busch";0;0
120429;"F";12.2;"Busch";0;0
120430;"F";12.3;"Busch";0;0
120431;"F";12.4;"Busch";0;0
120432;"F";12.5;"Busch";0;0
120433;"F";13.0;"Busch";5;0
120434;"F";13.1;"Busch";5;0
120435;"F";13.2;"Busch";5;0
120436;"F";13.3;"Busch";5;0
120437;"F";13.4;"Busch";5;0
120438;"F";13.5;"Busch";5;0
120439;"F";14.0;"Busch";87;0
120440;"F";14.1;"Busch";87;0
120441;"F";14.2;"Busch";87;0
120442;"F";14.3;"Busch";82;0
120443;"F";14.4;"Busch";82;0
120444;"F";14.5;"Busch";82;0
120445;"F";15.0;"Busch";0;0
120446;"F";15.1;"Busch";0;0
120447;"F";15.2;"Busch";0;0
120448;"F";15.3;"Busch";0;0
120449;"F";15.4;"Busch";0;0
120450;"F";15.5;"Busch";0;0
120451;"F";16.0;"Busch";0;0
120452;"F";16.1;"Busch";0;0
120453;"F";16.2;"Busch";0;0
120454;"F";16.3;"Busch";0;0
120455;"F";16.4;"Busch";0;0
120456;"F";16.5;"Busch";0;0
120457;"F";17.0;"Busch";0;0
120458;"F";17.1;"Busch";0;0
120459;"F";17.2;"Busch";0;0
120460;"F";17.3;"Busch";0;0
120461;"F";17.4;"Busch";0;0
120462;"F";17.5;"Busch";0;0
120463;"F";18.0;"Busch";0;0
120464;"F";18.1;"Busch";0;0
120465;"F";18.2;"Busch";0;0
120466;"F";18.3;"Busch";0;0
120467;"F";18.4;"Busch";0;0
120468;"F";18.5;"Busch";0;0
120469;"F";19.0;"Busch";0;0
120470;"F";19.1;"Busch";0;0
120471;"F";19.2;"Busch";0;0
120472;"F";19.3;"Busch";0;0
120473;"F";19.4;"Busch";0;0
120474;"F";19.5;"Busch";0;0
120475;"F";20.0;"Busch";0;0
120476;"M";7.0;"Busch Lab";0;0
120477;"M";7.1;"Busch Lab";0;0
120478;"M";7.2;"Busch Lab";0;0
120479;"M";7.3;"Busch Lab";0;0
120480;"M";7.4;"Busch Lab";0;0
120481;"M";7.5;"Busch Lab";0;0
120482;"M";8.0;"Busch Lab";0;0
120483;"M";8.1;"Busch Lab";0;0
120484;"M";8.2;"Busch Lab";0;0
120485;"M";8.3;"Busch Lab";0;0
120486;"M";8.4;"Busch Lab";0;0
120487;"M";8.5;"Busch Lab";0;0
120488;"M";9.0;"Busch Lab";0;0
120489;"M";9.1;"Busch Lab";0;0
120490;"M";9.2;"Busch Lab";0;0
120491;"M";9.3;"Busch Lab";0;0
120492;"M";9.4;"Busch Lab";0;0
120493;"M";9.5;"Busch Lab";0;0
120494;"M";10.0;"Busch Lab";0;0
120495;"M";10.1;"Busch Lab";0;0
120496;"M";10.2;"Busch Lab";0;0
120497;"M";10.3;"Busch Lab";0;0
120498;"M";10.4;"Busch Lab";0;0
120499;"M";10.5;"Busch Lab";0;0
120500;"M";11.0;"Busch Lab";0;0
120501;"M";11.1;"Busch Lab";0;0
120502;"M";11.2;"Busch Lab";0;0
120503;"M";11.3;"Busch Lab";0;0
120504;"M";11.4;"Busch Lab";0;0
120505;"M";11.5;"Busch Lab";0;0
120506;"M";12.0;"Busch Lab";0;0
120507;"M";12.1;"Busch Lab";0;0
120508;"M";12.2;"Busch Lab";0;0
120509;"M";12.3;"Busch Lab";0;0
120510;"M";12.4;"Busch Lab";0;0
120511;"M";12.5;"Busch Lab";0;0
120512;"M";13.0;"Busch Lab";0;0
120513;"M";13.1;"Busch Lab";0;0
120514;"M";13.2;"Busch Lab";0;0
120515;"M";13.3;"Busch Lab";0;0
120516;"M";13.4;"Busch Lab";0;0
120517;"M";13.5;"Busch Lab";0;0
120518;"M";14.0;"Busch Lab";0;0
120519;"M";14.1;"Busch Lab";0;0
120520;"M";14.2;"Busch Lab";0;0
120521;"M";14.3;"Busch Lab";0;0
120522;"M";14.4;"Busch Lab";0;0
120523;"M";14.5;"Busch Lab";0;0
120524;"M";15.0;"Busch Lab";0;0
120525;"M";15.1;"Busch Lab";0;0
120526;"M";15.2;"Busch Lab";0;0
120527;"M";15.3;"Busch Lab";0;0
120528;"M";15.4;"Busch Lab";0;0
120529;"M";15.5;"Busch Lab";0;0
120530;"M";16.0;"Busch Lab";0;0
120531;"M";16.1;"Busch Lab";0;0
120532;"M";16.2;"Busch Lab";0;0
120533;"M";16.3;"Busch Lab";0;0
120534;"M";16.4;"Busch Lab";0;0
120535;"M";16.5;"Busch Lab";0;0
120536;"M";17.0;"Busch Lab";0;0
120537;"M";17.1;"Busch Lab";0;0
120538;"M";17.2;"Busch Lab";0;0
120539;"M";17.3;"Busch Lab";0;0
120540;"M";17.4;"Busch Lab";0;0
120541;"M";17.5;"Busch Lab";0;0
120542;"M";18.0;"Busch Lab";0;0
120543;"M";18.1;"Busch Lab";0;0
120544;"M";18.2;"Busch Lab";0;0
120545;"M";18.3;"Busch Lab";0;0
120546;"M";18.4;"Busch Lab";0;0
120547;"M";18.5;"Busch Lab";0;0
120548;"M";19.0;"Busch Lab";0;0
120549;"M";19.1;"Busch Lab";0;0
120550;"M";19.2;"Busch Lab";0;0
120551;"M";19.3;"Busch Lab";0;0
120552;"M";19.4;"Busch Lab";0;0
120553;"M";19.5;"Busch Lab";0;0
120554;"M";20.0;"Busch Lab";0;0
120555;"T";7.0;"Busch Lab";0;0
120556;"T";7.1;"Busch Lab";0;0
120557;"T";7.2;"Busch Lab";0;0
120558;"T";7.3;"Busch Lab";0;0
120559;"T";7.4;"Busch Lab";0;0
120560;"T";7.5;"Busch Lab";0;0
120561;"T";8.0;"Busch Lab";0;0
120562;"T";8.1;"Busch Lab";0;0
120563;"T";8.2;"Busch Lab";0;0
120564;"T";8.3;"Busch Lab";0;0
120565;"T";8.4;"Busch Lab";0;0
120566;"T";8.5;"Busch Lab";0;0
120567;"T";9.0;"Busch Lab";0;0
120568;"T";9.1;"Busch Lab";0;0
120569;"T";9.2;"Busch Lab";0;0
120570;"T";9.3;"Busch Lab";0;0
120571;"T";9.4;"Busch Lab";0;0
120572;"T";9.5;"Busch Lab";0;0
120573;"T";10.0;"Busch Lab";0;0
120574;"T";10.1;"Busch Lab";0;0
120575;"T";10.2;"Busch Lab";0;0
120576;"T";10.3;"Busch Lab";0;0
120577;"T";10.4;"Busch Lab";0;0
120578;"T";10.5;"Busch Lab";0;0
120579;"T";11.0;"Busch Lab";0;0
120580;"T";11.1;"Busch Lab";0;0
120581;"T";11.2;"Busch Lab";0;0
120582;"T";11.3;"Busch Lab";0;0
120583;"T";11.4;"Busch Lab";0;0
120584;"T";11.5;"Busch Lab";0;0
120585;"T";12.0;"Busch Lab";0;0
120586;"T";12.1;"Busch Lab";0;0
120587;"T";12.2;"Busch Lab";0;0
120588;"T";12.3;"Busch Lab";0;0
120589;"T";12.4;"Busch Lab";0;0
120590;"T";12.5;"Busch Lab";0;0
120591;"T";13.0;"Busch Lab";0;0
120592;"T";13.1;"Busch Lab";0;0
120593;"T";13.2;"Busch Lab";0;0
120594;"T";13.3;"Busch Lab";0;0
120595;"T";13.4;"Busch Lab";0;0
120596;"T";13.5;"Busch Lab";0;0
120597;"T";14.0;"Busch Lab";0;0
120598;"T";14.1;"Busch Lab";0;0
120599;"T";14.2;"Busch Lab";0;0
120600;"T";14.3;"Busch Lab";0;0
120601;"T";14.4;"Busch Lab";0;0
120602;"T";14.5;"Busch Lab";0;0
120603;"T";15.0;"Busch Lab";0;0
120604;"T";15.1;"Busch Lab";0;0
120605;"T";15.2;"Busch Lab";0;0
120606;"T";15.3;"Busch Lab";0;0
120607;"T";15.4;"Busch Lab";0;0
120608;"T";15.5;"Busch Lab";0;0
120609;"T";16.0;"Busch Lab";0;0
120610;"T";16.1;"Busch Lab";0;0
120611;"T";16.2;"Busch Lab";0;0
120612;"T";16.3;"Busch Lab";0;0
120613;"T";16.4;"Busch Lab";0;0
120614;"T";16.5;"Busch Lab";0;0
120615;"T";17.0;"Busch Lab";0;0
120616;"T";17.1;"Busch Lab";0;0
120617;"T";17.2;"Busch Lab";0;0
120618;"T";17.3;"Busch Lab";0;0
120619;"T";17.4;"Busch Lab";0;0
120620;"T";17.5;"Busch Lab";0;0
120621;"T";18.0;"Busch Lab";0;0
120622;"T";18.1;"Busch Lab";0;0
120623;"T";18.2;"Busch Lab";0;0
120624;"T";18.3;"Busch Lab";0;0
120625;"T";18.4;"Busch Lab";0;0
120626;"T";18.5;"Busch Lab";0;0
120627;"T";19.0;"Busch Lab";0;0
120628;"T";19.1;"Busch Lab";0;0
120629;"T";19.2;"Busch Lab";0;0
120630;"T";19.3;"Busch Lab";0;0
120631;"T";19.4;"Busch Lab";0;0
120632;"T";19.5;"Busch Lab";0;0
120633;"T";20.0;"Busch Lab";0;0
120634;"W";7.0;"Busch Lab";0;0
120635;"W";7.1;"Busch Lab";0;0
120636;"W";7.2;"Busch Lab";0;0
120637;"W";7.3;"Busch Lab";0;0
120638;"W";7.4;"Busch Lab";0;0
120639;"W";7.5;"Busch Lab";0;0
120640;"W";8.0;"Busch Lab";0;0
120641;"W";8.1;"Busch Lab";0;0
120642;"W";8.2;"Busch Lab";0;0
120643;"W";8.3;"Busch Lab";0;0
120644;"W";8.4;"Busch Lab";0;0
120645;"W";8.5;"Busch Lab";0;0
120646;"W";9.0;"Busch Lab";0;0
120647;"W";9.1;"Busch Lab";0;0
120648;"W";9.2;"Busch Lab";0;0
120649;"W";9.3;"Busch Lab";0;0
120650;"W";9.4;"Busch Lab";0;0
120651;"W";9.5;"Busch Lab";0;0
120652;"W";10.0;"Busch Lab";0;0
120653;"W";10.1;"Busch Lab";0;0
120654;"W";10.2;"Busch Lab";0;0
120655;"W";10.3;"Busch Lab";0;0
120656;"W";10.4;"Busch Lab";0;0
120657;"W";10.5;"Busch Lab";0;0
120658;"W";11.0;"Busch Lab";0;0
120659;"W";11.1;"Busch Lab";0;0
120660;"W";11.2;"Busch Lab";0;0
120661;"W";11.3;"Busch Lab";0;0
120662;"W";11.4;"Busch Lab";0;0
120663;"W";11.5;"Busch Lab";0;0
120664;"W";12.0;"Busch Lab";0;0
120665;"W";12.1;"Busch Lab";0;0
120666;"W";12.2;"Busch Lab";0;0
120667;"W";12.3;"Busch Lab";0;0
120668;"W";12.4;"Busch Lab";0;0
120669;"W";12.5;"Busch Lab";0;0
120670;"W";13.0;"Busch Lab";0;0
120671;"W";13.1;"Busch Lab";0;0
120672;"W";13.2;"Busch Lab";0;0
120673;"W";13.3;"Busch Lab";0;0
120674;"W";13.4;"Busch Lab";0;0
120675;"W";13.5;"Busch Lab";0;0
120676;"W";14.0;"Busch Lab";0;0
120677;"W";14.1;"Busch Lab";0;0
120678;"W";14.2;"Busch Lab";0;0
120679;"W";14.3;"Busch Lab";0;0
120680;"W";14.4;"Busch Lab";0;0
120681;"W";14.5;"Busch Lab";0;0
120682;"W";15.0;"Busch Lab";0;0
120683;"W";15.1;"Busch Lab";0;0
120684;"W";15.2;"Busch Lab";0;0
120685;"W";15.3;"Busch Lab";0;0
120686;"W";15.4;"Busch Lab";0;0
120687;"W";15.5;"Busch Lab";0;0
120688;"W";16.0;"Busch Lab";0;0
120689;"W";16.1;"Busch Lab";0;0
120690;"W";16.2;"Busch Lab";0;0
120691;"W";16.3;"Busch Lab";0;0
120692;"W";16.4;"Busch Lab";0;0
120693;"W";16.5;"Busch Lab";0;0
120694;"W";17.0;"Busch Lab";0;0
120695;"W";17.1;"Busch Lab";0;0
120696;"W";17.2;"Busch Lab";0;0
120697;"W";17.3;"Busch Lab";0;0
120698;"W";17.4;"Busch Lab";0;0
120699;"W";17.5;"Busch Lab";0;0
120700;"W";18.0;"Busch Lab";0;0
120701;"W";18.1;"Busch Lab";0;0
120702;"W";18.2;"Busch Lab";0;0
120703;"W";18.3;"Busch Lab";0;0
120704;"W";18.4;"Busch Lab";0;0
120705;"W";18.5;"Busch Lab";0;0
120706;"W";19.0;"Busch Lab";0;0
120707;"W";19.1;"Busch Lab";0;0
120708;"W";19.2;"Busch Lab";0;0
120709;"W";19.3;"Busch Lab";0;0
120710;"W";19.4;"Busch Lab";0;0
120711;"W";19.5;"Busch Lab";0;0
120712;"W";20.0;"Busch Lab";0;0
120713;"H";7.0;"Busch Lab";0;0
120714;"H";7.1;"Busch Lab";0;0
120715;"H";7.2;"Busch Lab";0;0
120716;"H";7.3;"Busch Lab";0;0
120717;"H";7.4;"Busch Lab";0;0
120718;"H";7.5;"Busch Lab";0;0
120719;"H";8.0;"Busch Lab";0;0
120720;"H";8.1;"Busch Lab";0;0
120721;"H";8.2;"Busch Lab";0;0
120722;"H";8.3;"Busch Lab";0;0
120723;"H";8.4;"Busch Lab";0;0
120724;"H";8.5;"Busch Lab";0;0
120725;"H";9.0;"Busch Lab";0;0
120726;"H";9.1;"Busch Lab";0;0
120727;"H";9.2;"Busch Lab";0;0
120728;"H";9.3;"Busch Lab";0;0
120729;"H";9.4;"Busch Lab";0;0
120730;"H";9.5;"Busch Lab";0;0
120731;"H";10.0;"Busch Lab";0;0
120732;"H";10.1;"Busch Lab";0;0
120733;"H";10.2;"Busch Lab";0;0
120734;"H";10.3;"Busch Lab";0;0
120735;"H";10.4;"Busch Lab";0;0
120736;"H";10.5;"Busch Lab";0;0
120737;"H";11.0;"Busch Lab";9;0
120738;"H";11.1;"Busch Lab";9;0
120739;"H";11.2;"Busch Lab";9;0
120740;"H";11.3;"Busch Lab";9;0
120741;"H";11.4;"Busch Lab";9;0
120742;"H";11.5;"Busch Lab";9;0
